Number_on_img,Img_name,X,Y,Width,High,Mean_brightness,Img_std,Wc_coef_level,Fractal_dim_level_min,Fractal_dim_level_max,Eigenvalue_of_matrix_level,Fractal_dim,Eigenvalue_of_matrix,Answer
311,5.png,439,430,10,8,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.35116295436301,157.901193985661,0
312,5.png,7,431,4,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.15596501864076,13.8459185755081,0
313,5.png,89,435,4,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.15096069542429,3.87397250003443,0
314,5.png,137,437,9,10,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.31899262583951,245.277699927348,0
315,5.png,88,439,3,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.57444600205842,2.83321364552542,0
316,5.png,84,443,6,6,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.28955605116613,50.2721842732323,0
317,5.png,64,448,13,12,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.31846937769662,386.825882931439,0
318,5.png,79,450,3,4,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.36494901379149,13.3315535973654,0
319,5.png,98,450,6,4,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.37378327649375,39.5907147242281,0
320,5.png,482,450,27,8,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.27053767882866,240.019675409123,0
321,5.png,78,456,5,5,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.25744231085291,83.6177137951285,0
322,5.png,483,459,26,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.14701392810953,21.2693494449422,0
323,5.png,164,474,4,8,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.26922694976876,41.9046936792797,0
324,5.png,202,477,16,13,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.32661891982874,313.272465799249,0
325,5.png,1,489,4,11,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.36945759150194,105.719939832855,0
326,5.png,123,490,4,5,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.39759030245695,38.0237572348122,0
327,5.png,533,490,2,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.6013320656826,12.7016619583296,0
328,5.png,1066,490,2,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.14860876592481,0.931373180534751,0
329,5.png,129,492,3,5,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.52367835138253,22.1722954055894,0
330,5.png,93,494,23,20,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.30855825028518,852.540168373245,0
331,5.png,154,494,12,23,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.32830531567153,1318.40626867729,0
332,5.png,120,496,5,4,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.3887346110677,17.3729837000471,0
333,5.png,138,501,12,15,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.36309854519045,1180.47080705696,0
334,5.png,536,505,2,7,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.3273032337082,25.8404953276753,0
335,5.png,1041,505,3,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.23820352162199,3.54280218435667,0
336,5.png,126,507,9,9,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.29707025166163,398.564921626528,0
337,5.png,1046,507,8,8,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.26499813739779,116.810003531156,0
338,5.png,121,508,3,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.57618397987177,17.6139132563059,0
339,5.png,62,509,5,6,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.33050738622905,24.6292532176696,0
340,5.png,1039,512,4,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.36630991603721,9.67838569332337,0
341,5.png,376,513,2,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.57392746582756,3.94911303781193,0
342,5.png,537,513,2,5,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.4080398623221,11.7157844685485,0
343,5.png,370,516,2,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.5780071764056,6.83592207208901,0
344,5.png,440,517,2,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.15450129452079,1.66666666666667,0
345,5.png,1,518,24,23,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.28294805529053,2298.2628502874,0
346,5.png,331,524,18,31,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.34230375281035,587.173738136813,0
347,5.png,1182,535,2,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.57136631584795,3.58573705841636,0
348,5.png,1008,536,9,8,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.33172511629192,131.337701179524,0
349,5.png,990,538,7,10,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.36449810259649,148.763969819166,0
350,5.png,1000,539,5,4,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.39959159116593,27.2712315501489,0
351,5.png,423,541,36,45,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.34871390605165,4640.58241982921,0
352,5.png,1175,542,5,5,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.26471357646016,24.554806767477,0
353,5.png,89,544,2,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.57080702331982,3.94911303781193,0
354,5.png,75,546,4,4,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.27255907860654,5.93334368944677,0
355,5.png,1167,549,2,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.16560633288524,3.07108136049912,0
356,5.png,216,551,57,47,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.33984826862666,46236.8131157334,0
357,5.png,214,553,2,45,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.17185839152199,27613.0544706063,0
358,5.png,212,555,2,43,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.1744912468075,27256.7405326827,0
359,5.png,335,556,5,4,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.47033268645129,119.489342734561,0
360,5.png,421,556,2,30,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.15064876735403,1174.05669641426,0
361,5.png,185,557,27,39,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.33700699225734,14509.8259839781,0
362,5.png,325,557,8,6,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.42485029126537,191.6437785695,0
363,5.png,1,558,4,17,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.26452592518337,2254.38783835079,0
364,5.png,6,558,21,16,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.37931512480495,3017.17987353076,0
365,5.png,57,558,60,12,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.25729224795444,1681.24650309394,0
366,5.png,317,558,5,4,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.39617081417099,114.533889537782,0
367,5.png,419,558,2,28,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.1474102495538,1350.38082067161,0
368,5.png,49,565,6,7,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.35401705850995,161.482166812499,0
369,5.png,141,568,4,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.14525457656612,4.12059628493031,0
370,5.png,326,570,15,26,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.35046385263153,3453.64718252592,0
371,5.png,61,571,56,17,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.27650734464612,3355.2973343219,0
372,5.png,150,571,8,8,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.27356570843395,110.498448345338,0
373,5.png,277,571,43,30,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.3715781419809,18845.8505503472,0
374,5.png,57,572,3,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.56652602297633,8.7832453750398,0
375,5.png,120,572,22,14,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.3424430948986,1763.43812445488,0
376,5.png,174,572,6,7,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.35314264781089,77.923667405101,0
377,5.png,344,573,5,10,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.268172792409,128.063463861686,0
378,5.png,1,576,49,36,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.34879036301952,13186.6293230736,0
379,5.png,53,577,4,6,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.37260141049322,121.206089289934,0
380,5.png,59,579,2,6,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.16039793160284,97.2179069018186,0
381,5.png,533,580,15,8,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.35578796077068,263.337710339191,0
382,5.png,565,580,9,6,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.42499548341837,144.124889701527,0
383,5.png,555,581,9,6,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.42975938230598,127.803432121863,0
384,5.png,344,586,6,9,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.43885079126724,241.721324455093,0
385,5.png,428,587,31,9,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.27028424444956,209.725191152758,0
386,5.png,557,589,4,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.1623512083341,23.3804809941296,0
387,5.png,565,589,13,4,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.25020944597586,209.95154906723,0
388,5.png,506,590,6,5,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.34685943924912,26.0970144766685,0
389,5.png,398,591,8,15,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.34305514726451,288.166327149332,0
390,5.png,550,596,5,5,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.2505080319827,23.8895595694223,0
391,5.png,206,598,2,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.15113426733944,2.66666666666667,0
392,5.png,346,613,7,23,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.34742709555177,747.51396374176,0
393,5.png,315,617,6,5,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.3637654396503,83.3205822785033,0
394,5.png,315,623,3,5,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.51533303335416,41.1580504059116,0
395,5.png,319,623,2,4,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.1669165187545,25.1684112693108,0
396,5.png,454,646,5,10,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.28379457356813,310.363386520249,0
397,5.png,467,647,20,17,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.51267030125244,2144.51359011824,0
398,5.png,460,649,6,14,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.51264135940345,1098.50221444067,0
399,5.png,454,657,5,10,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.30063430685516,193.533502924028,0
400,5.png,449,676,8,85,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.26716221362918,5802.92349624288,0
401,5.png,475,676,385,85,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.24339654459411,10182.7281891307,0
402,5.png,460,678,6,7,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.45202388324848,607.370631246496,0
403,5.png,467,678,6,7,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.40997134408597,213.952322692109,0
404,5.png,310,679,4,4,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.29746238683267,47.6548728740258,0
405,5.png,310,685,3,4,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.37002237249849,14.3509289709324,0
406,5.png,460,686,13,7,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.56788977559844,616.517255161312,0
407,5.png,1348,687,3,8,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.35647228773838,74.4948488815586,0
408,5.png,104,688,3,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.25623974528133,13.3878522511868,0
409,5.png,1262,688,7,4,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.45117680931787,43.7511846623661,0
410,5.png,1271,688,5,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.58592995212778,35.0139627392168,0
411,5.png,861,691,11,70,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.26130124743358,4171.31352279146,0
412,5.png,1183,691,6,4,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.37229861818532,47.0170224086645,0
413,5.png,1192,691,3,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.27224681243254,12.5729247262875,0
414,5.png,873,692,35,69,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.26887411469377,4095.36191819064,0
415,5.png,1121,693,4,4,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.27102684404234,11.5162765472412,0
416,5.png,1127,693,2,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.59403981154943,26.0900258639973,0
417,5.png,472,694,3,67,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.2055182038362,9778.71437247561,0
418,5.png,1068,694,4,4,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.28397399781986,18.9453185858206,0
419,5.png,1074,694,2,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.54804321356264,10.8687593936845,0
420,5.png,1312,694,3,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.63432570977519,17.6016126215841,0
421,5.png,909,695,28,66,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.27792245410143,3003.06395496245,0
422,5.png,1022,695,5,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.52312238985084,35.8836157399889,0
423,5.png,1029,695,2,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.19006370746984,11.0101901527167,0
424,5.png,1190,695,4,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.39511428016012,22.3264181360545,0
425,5.png,1304,695,4,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.16084183071143,6.37829300589083,0
426,5.png,447,696,2,65,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.181567230968,44388.5520539441,0
427,5.png,458,696,9,65,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.23574606777709,4987.76866667309,0
428,5.png,470,696,2,65,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.16544057426794,10937.9560370515,0
429,5.png,988,696,3,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.24843480963697,10.2973600838401,0
430,5.png,1181,696,2,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.16153734846855,3.07108136049912,0
431,5.png,1348,696,3,5,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.52981252579083,22.8213415361281,0
432,5.png,468,697,2,64,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.14766520509642,8651.78679333994,0
433,5.png,938,697,6,64,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.27806994376323,944.668405026836,0
434,5.png,956,697,2,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.57524571479941,4.33774176643329,0
435,5.png,1126,697,3,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.26927668197073,7.09035514353586,0
436,5.png,445,698,2,63,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.17987012283818,41611.5951788507,0
437,5.png,1073,698,2,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.18925388702912,15,0
438,5.png,409,699,36,62,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.40433019218478,32145.9730758909,0
439,5.png,352,700,57,61,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.34303075363151,22075.3532793644,0
440,5.png,47,701,3,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.26932889632753,39.6456944447585,0
441,5.png,52,701,8,5,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.41009038068123,189.34313674416,0
442,5.png,153,701,199,60,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.28207920311386,23327.4553775036,0
443,5.png,1108,701,50,27,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.28608355858828,1042.71695326669,0
444,5.png,28,702,14,13,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.30278473528527,435.572198626355,0
445,5.png,1074,702,34,24,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.33492639159405,3998.52260695129,0
446,5.png,1274,702,2,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.20337334207531,10.9179381339782,0
447,5.png,151,703,2,58,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.15055399078429,20603.4689699107,0
448,5.png,1031,703,31,58,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.25232200961518,1575.10319185366,0
449,5.png,1182,703,3,4,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.39994648735554,20.1388124117657,0
450,5.png,1194,703,16,27,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.34121191286643,563.276334006048,0
451,5.png,63,704,10,7,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.43126490413395,487.932514197418,0
452,5.png,961,704,10,57,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.2743106931715,857.875098960133,0
453,5.png,994,704,15,19,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.3647734284907,2312.95057051255,0
454,5.png,149,705,2,56,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.15245724858056,24282.1038104638,0
455,5.png,991,705,2,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.17456722811318,5.13029619295651,0
456,5.png,1280,705,4,5,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.44468475855462,147.970595974395,0
457,5.png,74,706,75,55,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.31170026721137,18544.3382390121,0
458,5.png,1261,707,3,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.61329967317605,14.8059872271994,0
459,5.png,1220,708,4,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.40924212775075,22.2051215874244,0
460,5.png,1226,708,5,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.42588413725007,20.4037803133471,0
461,5.png,1287,708,4,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.18174841715884,14.8528728699553,0
462,5.png,1178,709,7,4,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.50418778042138,87.9272050772871,0
463,5.png,1236,709,6,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.19457749680575,18.9629797974278,0
464,5.png,1244,709,3,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.60891892494155,14.4931031001528,0
465,5.png,1278,711,10,10,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.31141919778329,324.976496510924,0
466,5.png,1346,711,5,12,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.29716409365315,514.792402574295,0
467,5.png,67,712,7,49,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.23502162689479,5531.34196044753,0
468,5.png,1014,712,12,9,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.44495024537389,2211.5237425999,0
469,5.png,1063,713,9,8,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.38931408134326,1270.55842707794,0
470,5.png,1159,713,4,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.15140902976148,4.24371462554965,0
471,5.png,1167,713,3,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.55302578152007,5.86358301944012,0
472,5.png,65,714,2,47,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.18578571551923,13382.265601372,0
473,5.png,1260,714,7,5,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.45618508840862,168.433277103536,0
474,5.png,1290,714,7,6,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.3738820071572,296.142596996921,0
475,5.png,1301,714,5,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.45660981192833,38.0255175533964,0
476,5.png,1312,714,3,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.60924235324083,31.54012429379,0
477,5.png,1334,714,5,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.38687857809279,6.8693792139056,0
478,5.png,977,715,16,46,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.32495220782383,7920.58160609566,0
479,5.png,1216,715,13,6,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.3574854258792,865.162487384238,0
480,5.png,1316,715,9,5,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.41450858732028,274.922397034256,0
481,5.png,1331,715,2,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.21985949252465,11.0200980461588,0
482,5.png,63,716,2,45,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.1905405132425,17613.9656254426,0
483,5.png,972,716,3,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.662800324688,109.367967600362,0
484,5.png,1250,716,5,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.525300724622,36.4629268449477,0
485,5.png,1,717,62,44,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.35651284832512,11239.6966403738,0
486,5.png,1184,717,3,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.26619249840957,23.5134748775005,0
487,5.png,1299,717,6,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.24559596079503,57.9329247060931,0
488,5.png,1334,717,5,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.42653381455925,21.8192642087543,0
489,5.png,1230,718,4,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.4656847896026,212.089658461076,0
490,5.png,1239,718,2,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.27880800864582,134.666666666667,0
491,5.png,945,721,16,40,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.32538548809138,10391.7523430092,0
492,5.png,972,721,5,40,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.24537285357692,16413.118980832,0
493,5.png,1184,721,3,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.58971748944179,9.54548703859457,0
494,5.png,996,725,35,36,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.28776233622785,1677.0927664465,0
495,5.png,1277,727,4,4,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.30325220798524,17.9446187650347,0
496,5.png,1063,728,2,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.5384296923105,19.0103087412973,0
497,5.png,1080,729,22,22,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.33343391942381,591.193701462703,0
498,5.png,1348,729,3,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.28475164233629,11.991510986076,0
499,5.png,994,730,2,31,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.19630307087981,31.5187712317272,0
500,5.png,1076,730,2,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.5753047166292,4.41861341458648,0
501,5.png,1103,731,3,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.60032686665204,16.2668032666386,0
502,5.png,1132,731,4,4,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.3005744230105,33.4633037892416,0
503,5.png,1063,732,11,8,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.43616047558546,567.946856979167,0
504,5.png,1123,734,3,4,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.36976982455435,15.279181269482,0
505,5.png,1200,734,5,5,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.29148774921916,124.652799330362,0
506,5.png,1206,735,4,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.38736456213643,25.3786704406893,0
507,5.png,1282,736,3,4,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.39640710204638,17.3844073895154,0
508,5.png,1138,737,2,5,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.44082682225229,55.59372510332,0
509,5.png,1289,738,2,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.17456722811318,3.33333333333333,0
510,5.png,1203,740,5,7,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.44099677840142,103.450536352809,0
511,5.png,1348,742,3,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.58810256603501,6.68535806198424,0
512,5.png,1137,743,3,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.30804228461085,54.0836781260184,0
513,5.png,1190,743,3,7,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.33679998154091,21.1496966086976,0
514,5.png,1180,746,8,10,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.33455129663926,87.0092098697755,0
515,5.png,1289,746,2,4,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.16971782406844,21.3755957087053,0
516,5.png,1152,748,4,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.37127820237813,13.2632302455356,0
517,5.png,1208,750,2,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.65014191757387,24.3171722321335,0
518,5.png,1141,752,4,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.39890544851122,25.9954035306425,0
519,5.png,1136,753,2,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.61052341358952,8.95430852004552,0
520,5.png,1156,753,3,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.5813670531552,2.7,0
521,5.png,1209,754,4,4,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.27969596374837,28.1920737816858,0
522,5.png,1204,757,2,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.18714975876816,9.039561180982,0
523,5.png,1286,757,4,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.37698351610412,10.6507211298085,0
524,5.png,1347,757,4,4,0.5108024882468,0.125127166229872,7,2.41,2.43,400,3.31609945878472,301.532637662958,0
525,5.png,1278,758,2,3,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.58384569886681,3.94523372408744,0
526,5.png,1116,759,2,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.19313523420814,11.3082493731501,0
527,5.png,1154,759,3,2,0.5108024882468,0.125127166229872,7,2.41,2.43,400,2.63268795822046,16.9584452021573,0
1,6.png,1,1,37,44,0.503133669562184,0.157356856686229,5,2.42,2.45,1300,2.7500881908269,12278.5596617612,0
2,6.png,1344,1,4,7,0.503133669562184,0.157356856686229,5,2.42,2.45,1300,3.77814804865625,11494.1106143615,0
3,6.png,113,4,18,6,0.503133669562184,0.157356856686229,5,2.42,2.45,1300,2.25938002004325,332.730567130526,0
4,6.png,146,4,6,4,0.503133669562184,0.157356856686229,5,2.42,2.45,1300,2.36760324835724,19.7743018124789,0
5,6.png,169,4,7,4,0.503133669562184,0.157356856686229,5,2.42,2.45,1300,2.44821506969463,11.9833287559295,0
6,6.png,177,4,6,4,0.503133669562184,0.157356856686229,5,2.42,2.45,1300,2.36546060280454,9.37695892998055,0
7,6.png,203,4,3,2,0.503133669562184,0.157356856686229,5,2.42,2.45,1300,2.55916647225701,1.9518323055644,0
8,6.png,284,4,8,4,0.503133669562184,0.157356856686229,5,2.42,2.45,1300,2.25987806080809,28.45609291125,0
9,6.png,131,16,3,5,0.503133669562184,0.157356856686229,5,2.42,2.45,1300,2.51365730574223,5.16124772877678,0
10,6.png,216,21,9,12,0.503133669562184,0.157356856686229,5,2.42,2.45,1300,2.35337965794788,129.68243062617,0
11,6.png,123,22,11,20,0.503133669562184,0.157356856686229,5,2.42,2.45,1300,2.30526493703545,649.338789780229,0
12,6.png,191,29,4,6,0.503133669562184,0.157356856686229,5,2.42,2.45,1300,2.35780179496303,12.3503232802589,0
13,6.png,240,35,2,3,0.503133669562184,0.157356856686229,5,2.42,2.45,1300,2.56418664295286,1.9518323055644,0
14,6.png,284,37,3,3,0.503133669562184,0.157356856686229,5,2.42,2.45,1300,2.23900808623348,3.09836312426345,0
